patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
13d5f2f7-709b-4d97-864c-04af3d3f3799,Huy Văn Hoàng,332056091081,17/11/1959,0938202644,johnnguyen@example.com,"3 Anh Phú Trần, 165290",Tim mạch,11.78,Quý cô Hồng Hoàng,04/05/2026
c3fe0183-e172-4725-9b52-ca5805000bc6,Quý cô Nhật Mai,847804508931,27/02/1957,0978140807,john99@example.org,"34 Trung PhạmJanePhường, 812131",Huyết áp cao,5.9,Nhật Xuân Dương,01/05/2026
06e745f9-88bc-439c-9f4c-3b79fb10987f,Quý cô Bảo Hoàng,879249864663,13/04/1982,0961289153,rduong@example.net,"755 Quý ông Anh Hoàng
Quý ông Anh Hoàng, 120324",Khỏe mạnh,5.78,Linh Phạm,27/03/2026
0a4e5b70-a6d9-44a3-b510-ab53c7fee39f,Chị Duyên Trần,356015029189,16/08/1996,0988729441,buijane@example.net,"45 Lan Mai, 126925",Tiểu đường,11.04,Nhiên Bùi,21/02/2026
9793b9b4-1374-4146-b2c5-bd89b70b3420,Quý ông Huy Mai,021643057620,07/06/1997,0948585834,john20@example.org,"850 Dũng Hải Mai, 968962",Khỏe mạnh,9.08,Anh Huy Lê,07/04/2026
9dac6e83-4524-4ea6-a684-6099f7294951,Cô Yến Bùi,552851967181,14/12/1954,0909412234,jane65@example.net,"9 Nhật Tấn BùiJaneQuận, 611233",Tim mạch,5.37,Bà Vi Vũ,14/02/2026
e14eb70d-b380-473a-989d-9d4ae15ca666,Ngọc Trần,371269257289,27/01/1973,0970467923,janenguyen@example.org,"7 Quang Mai Nguyễn
Quang Mai Nguyễn, 825391",Huyết áp cao,6.97,Bà Dương Hoàng,18/02/2026
6cedd15d-5800-4c02-87ea-7ff58db06746,Nhật Bảo Nguyễn,505639292330,28/09/1957,0912735910,john22@example.com,"374 Nhiên Văn Bùi, 288158",Huyết áp cao,5.04,Nam Mai,17/01/2026
8da8eee4-0df5-4ac6-b96b-648a0ba6eab9,Thành Hoàng,747626669210,06/11/1942,0979871300,duongjohn@example.com,"047 Xuân Vũ, 760021",Tiểu đường,7.01,Lan Lê,17/04/2026
fe716b14-15ce-4a66-8dc8-2a1ef2f9e5fa,Ông Huy Đặng,446001720249,15/08/1979,0953356832,johnbui@example.org,"99 Quý cô Chi Hoàng, 351516",Tiểu đường,11.1,Cô Bảo Nguyễn,23/02/2026
4a8ff810-784c-4f29-9804-02a2b07aa066,Quang Bùi,575198602505,20/12/1986,0952696982,jane30@example.com,"18 Khoa Dương, 931131",Tim mạch,9.26,Trọng Hoàng,01/05/2026
b04d3376-77fc-4703-9fd5-a423706c5c56,Khoa Thế Dương,167985281789,23/11/1971,0912952039,yvu@example.org,"5 Ông Quang Phạm
Ông Quang Phạm, 142185",Khỏe mạnh,3.93,Quý cô Phương Dương,01/05/2026
6f962882-95d8-4980-bf37-d19c2e76128b,Hải Tấn Hoàng,943580954440,03/03/1965,0998838578,phamjane@example.com,"6 Trọng Đặng, 221552",Tim mạch,7.95,Phương Văn Mai,02/03/2026
5c9d927d-84b8-41bb-b005-68d20de051a6,Chị Yến Hoàng,568265955081,08/11/1954,0913548582,tdang@example.net,"9 Anh Huy Dương, 982277",Tim mạch,11.29,Nhật Trần,26/03/2026
b77350ca-eec2-49dc-bf95-897c276aa6ce,Chị Chi Nguyễn,508425562812,09/09/1965,0971565030,maijane@example.org,"982 Nam Vũ, 396578",Khỏe mạnh,3.57,Nhiên Hoàng,11/05/2026
7250ee18-260a-4962-9d81-b7f57d5911c6,Tùng Bảo Dương,830642539387,19/01/1991,0956399450,jane39@example.net,"Quang Hữu Vũ
76 Quang Hữu Vũ, 138817",Khỏe mạnh,8.25,Bà Hà Dương,14/01/2026
b8f21423-03ed-41f8-b4f9-3d17e912b4bf,Nhật Thị Lê,551348313747,27/10/1940,0977834433,fmai@example.org,"8 Quý ông Minh Trần
Quý ông Minh Trần, 817644",Tiểu đường,9.46,Quang Trần,26/02/2026
b4323070-a23d-4c2f-82a7-96891933918c,Quang Hoàng Nguyễn,701234064233,08/01/1986,0942167169,john56@example.net,"23 Cô An Mai
Cô An Mai, 501126",Tim mạch,9.52,Quý cô Xuân Hoàng,19/01/2026
75a66981-4104-48b5-a34d-b7c5760debbb,Lâm Đặng,822306126241,23/02/2001,0973542091,jane68@example.net,"JanePhường
43 Kim Văn Nguyễn, 348728",Khỏe mạnh,7.64,Khoa Phú Hoàng,08/02/2026
fa5a91ca-059d-455d-8b94-3e30b303f438,Bà Hương Đặng,963102837867,06/07/1998,0996171700,jane83@example.com,"5 Chi Đặng, 926918",Huyết áp cao,5.31,Ông Nhiên Đặng,06/04/2026
53a3dd5a-4b8c-4bdc-a8dd-5e5a1712fb16,Hưng Lê,326534062020,10/10/1992,0972918428,lejane@example.com,"Châu Thị Phạm
236 Châu Thị Phạm, 114594",Khỏe mạnh,5.28,Tùng Trần,01/03/2026
431d029f-ac1e-46d8-bfbf-397bac3e7b0d,Nhật Dương,634947066126,15/08/1984,0915577338,john50@example.org,"1 Quý ông Bảo Hoàng
Quý ông Bảo Hoàng, 419149",Tim mạch,6.99,Ông Tú Phạm,27/04/2026
5efa9c5b-7421-4f46-a37e-4b0122bae10e,Chị Lan Trần,175901443728,03/03/1983,0906151526,jane80@example.org,"Châu Đức Lê, 389282",Khỏe mạnh,5.64,Cô Ánh Dương,13/01/2026
98de8ebb-a3b5-4ece-a446-be72364c911a,Nhật Mai Bảo Bùi,518314244680,20/02/1953,0984870898,hoangjohn@example.org,"529 Nhật Đức Phạm
Nhật Đức Phạm, 793169",Khỏe mạnh,5.13,Lan Nguyễn,16/02/2026
52e2afd9-96bf-40ab-bce9-15e7c9d6a63b,Bác Hưng Đặng,902154730481,09/03/1939,0919907107,maijohn@example.com,"89 Châu Đặng, 132663",Tim mạch,7.52,Chi Bùi,25/02/2026
e8e22743-b65f-4ea9-bd82-42641ba362e7,Chị Bảo Trần,151420613437,07/10/1979,0900629992,rmai@example.org,"98 Trung Bùi
Trung Bùi, 573489",Khỏe mạnh,3.62,Quý cô Linh Dương,22/02/2026
6d4067f4-5003-4b35-9857-8bafbac7e2b9,Kim Hải Vũ,831360997904,01/07/1985,0998703602,otran@example.net,"5 Kim Phú Hoàng, 886730",Tim mạch,5.27,Nhật Thị Vũ,20/03/2026
81e5c9f6-93f2-47cc-9a85-910d5a057c11,Anh Tú Phạm,020721204827,24/09/1951,0970847205,janevu@example.org,"89 Quý cô Thành Mai
Quý cô Thành Mai, 468074",Huyết áp cao,10.72,Lan Lê,16/03/2026
bdb025ff-2451-45a4-91d0-59b26699cd99,Tú Tấn Đặng,842802759711,24/01/1951,0901295871,dangjane@example.net,"9 Hà Phạm, 564637",Tim mạch,6.17,Nhật Mai Bùi,05/02/2026
585d3f86-1d23-44e6-8329-20b7c143f426,Tú Đức Vũ,366507393967,19/11/1970,0927013334,janevu@example.org,"32 Chị Hạnh Dương
Chị Hạnh Dương, 551574",Khỏe mạnh,10.25,Chị Kim Mai,03/04/2026
ab05347f-d556-437d-8f08-81ee8011316b,Nam Dương,734416992020,16/03/1967,0912457994,nduong@example.net,"6 Quý cô Hà Đặng
Quý cô Hà Đặng, 582446",Tim mạch,5.89,Vũ Bảo Trần,01/02/2026
1422373f-8622-48d1-a683-e10796c044d0,Thành Mai,341403377191,03/09/1959,0996443749,maijohn@example.org,"52 Hương Bùi, 731661",Khỏe mạnh,8.8,Cô Bảo Dương,02/03/2026
72eb7474-9458-454e-8287-4f069050f7ef,Tú Dương,376685038494,05/05/1940,0943458285,tranjohn@example.net,"1 Chị Mai Nguyễn
Chị Mai Nguyễn, 180458",Tiểu đường,9.65,Khoa Hoàng,08/03/2026
f4488385-8de7-4d6c-9490-77c27674456f,Bảo Thị Dương,377741191126,11/12/1982,0952151600,johntran@example.net,"1 Tùng Phú Phạm, 648141",Tim mạch,5.05,Bà Thành Vũ,20/02/2026
990f0c5b-adcc-4daf-969f-3ab3c6435300,Quý cô Nhật Hoàng,180729643269,03/03/1940,0973421863,johnle@example.org,"19 Bà Ánh Lê, 843266",Khỏe mạnh,3.78,Hạnh Mai,19/02/2026
20b71785-d02c-40c1-9417-0a17caaa5bbe,Duyên Dương,922221776403,24/06/1972,0956605718,tranjane@example.org,"33 Hà Mai Bảo Bùi, 908320",Tiểu đường,10.15,Dương Đặng,25/04/2026
6070b6a1-98e5-4499-a18c-6e1c9e374f7a,Trọng Đức Đặng,157860205315,03/06/1994,0990319323,duongjohn@example.org,"94 Anh Hưng Mai, 485709",Tim mạch,8.84,Quý ông Khoa Bùi,07/03/2026
d11fc8c0-297c-44ff-b75d-599f6b2d5b09,Nam Mai,439381998445,03/03/1939,0920563244,jane96@example.com,"12 Cô Yến Mai
JohnQuận, 956375",Tiểu đường,7.84,Bác Nam Bùi,07/01/2026
62dbc850-3c5b-43a7-9fbb-f0b1808389c8,Hải Đặng,094123898466,01/06/1937,0933245468,mle@example.org,"2 Kim Phạm, 975522",Tiểu đường,4.0,Quý cô Hà Vũ,01/02/2026
6b79afcc-3d0a-4f0c-8c39-4ec71f317405,Lan Phạm,618742235325,03/12/1978,0936521716,john19@example.org,"953 Anh Quang Trần
JohnXã, 670511",Tiểu đường,4.76,Hồng Dương,06/01/2026
40ef3935-5f90-4ed6-bb25-664d630aa767,Minh Lê,079480119068,12/07/1960,0972123207,lejohn@example.net,"2 Anh Hữu Phạm, 407696",Tim mạch,6.37,Cô Vi Phạm,27/04/2026
83f02dc7-4f61-4217-aef1-669450cae32d,Chị Yến Hoàng,720075689228,12/01/1938,0960975741,johntran@example.org,"15 Bảo Nguyễn, 620306",Tiểu đường,10.29,Bác Minh Vũ,15/04/2026
6e3c4532-1434-4f62-acac-028cba220065,Quang Hữu Phạm,112712457805,15/03/1941,0922248500,jane20@example.com,"70 Phúc Vũ
Phúc Vũ, 803787",Tim mạch,9.22,Thành Xuân Nguyễn,19/01/2026
702c1821-c804-4fb7-ad97-3b679b89e5cb,Tùng Hoàng,674924495862,02/08/1952,0948698707,johnpham@example.net,"57 Hải Phạm, 392227",Khỏe mạnh,9.03,Cô Ngọc Lê,07/03/2026
1e2595b8-8fc9-486b-a9dd-ebf563119aca,Tú Đức Hoàng,140742591794,09/01/1951,0978797483,nguyenjohn@example.org,"715 Cô Yến Vũ
JohnPhường, 844031",Tim mạch,8.61,Bà Phương Phạm,16/01/2026
3c9abe10-238d-4f44-8ac4-d0eb3373730e,Cô Yến Hoàng,204716862571,19/02/1977,0961582136,johnnguyen@example.org,"67 Lâm Hoàng, 588461",Huyết áp cao,11.66,Hoàng Xuân Lê,26/02/2026
d4d60735-0e2f-4958-9e43-1e06e9247069,Hải Tấn Vũ,074472891222,24/07/1957,0919957019,maijohn@example.org,"438 Hải Văn Phạm
Hải Văn Phạm, 790731",Tiểu đường,3.94,Nhiên Thị Nguyễn,11/01/2026
93a74792-c561-48dc-a436-4fcdf2d3f761,Bà Xuân Phạm,207449197781,08/10/1965,0967467047,ble@example.net,"647 Thảo Phạm, 587002",Tim mạch,11.13,Bà Duyên Lê,10/02/2026
fcef1972-bbf4-43ce-91be-b80eb7e6a14c,Bác Quang Trần,464538560788,14/12/1972,0907154747,john91@example.net,"210 Chị Hà Mai, 856157",Tim mạch,8.54,Trung Xuân Dương,11/05/2026
4efc8248-e10b-4a47-bfae-b7487781321e,Quý cô Kim Vũ,770396241393,04/04/1972,0962977928,john78@example.org,"97 Tú Đặng
Tú Đặng, 862847",Tim mạch,6.03,Thành Phú Nguyễn,22/02/2026
5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f,Trung Hoàng,139561907885,03/03/1972,0999734618,john30@example.com,"5 Chị Linh Đặng, 848255",Tim mạch,4.63,Châu Mai Lê,21/03/2026
ee6e2e72-53f5-41dc-a3c8-afdb83f82f16,Kim Lê,685321293022,01/05/1989,0998303112,phamjane@example.net,"05 Quý cô Duyên Nguyễn, 597643",Tiểu đường,9.11,Nhiên Hoàng,30/01/2026
2ba6adb3-7afe-4114-9561-c8130d259caa,Chi Bùi,777627108870,27/02/1977,0938751080,jane87@example.org,"36 Quang Mai Hoàng
Quang Mai Hoàng, 495129",Tim mạch,10.19,Phúc Mai Mai,14/02/2026
de1e994a-c5a1-4f5c-ad05-b9125ab28d4a,Kim Thế Trần,972390137131,24/05/1949,0906723931,johnvu@example.com,"37 Vũ Đức Dương
Vũ Đức Dương, 701334",Khỏe mạnh,5.41,Kim Phú Lê,08/02/2026
143b45e3-b6d1-46bb-b48f-709c49a22441,Chị Phương Dương,006939213741,24/12/1950,0910715510,maijane@example.org,"083 Khoa Đức Bùi, 595351",Tiểu đường,5.64,Hải Lê,01/01/2026
286ed390-edd9-4a1a-ba58-5b278ce3e7c3,Anh Hải Lê,758083626334,06/11/1982,0992044967,rvu@example.com,"0 Quý cô Phương Vũ, 885386",Huyết áp cao,10.39,Hưng Nguyễn,09/02/2026
fba57cc8-edaf-4766-9b78-0ede9a4ffc0c,Khoa Hữu Đặng,537365534009,20/08/1973,0959808972,janehoang@example.com,"742 Bà Hương Hoàng, 640310",Huyết áp cao,3.62,Vũ Hữu Trần,25/01/2026
ef9240b6-52d7-4f10-ba3a-6e9623ff23d3,Nhiên Hoàng Đặng,646534643407,20/07/1952,0929482540,johntran@example.com,"5 Quý ông Trung Nguyễn, 525110",Tiểu đường,5.68,Tú Vũ,18/02/2026
22319050-f515-4494-b818-cfd33889936a,Bà Hồng Đặng,863324499655,20/08/1962,0985438684,nnguyen@example.com,"9 Khoa Phạm, 630041",Huyết áp cao,5.36,Chị Lan Đặng,22/04/2026
3495311e-ae27-4432-9dc1-e7eb711c7673,Bảo Hoàng Đặng,642349599554,24/05/1994,0929660939,jane93@example.com,"7 Trung Mai
JohnPhường, 328486",Tiểu đường,9.71,An Bùi,15/02/2026
0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,Chị Hương Hoàng,103477592467,25/04/1956,0983405907,johnnguyen@example.com,"Anh Quang Trần
Anh Quang Trần, 654531",Huyết áp cao,9.5,Chị An Nguyễn,09/05/2026
8b60c511-b816-4aeb-ac6a-7c8576876c62,Chị Thảo Bùi,634076849865,05/06/1953,0955076135,wpham@example.net,"6 Bà Xuân Bùi, 726822",Khỏe mạnh,7.98,Mai Nguyễn,22/02/2026
c11f6bf5-379e-4467-8a2d-b2e63bfda8a6,Anh Bảo Mai,072083110340,20/11/2007,0982882373,janeduong@example.net,"428 Nhật Dương
JohnXã, 720407",Khỏe mạnh,8.28,Quý cô Phương Dương,07/01/2026
abdd1a8f-a4b0-4c89-b10b-ce9c582b91ee,An Lê,974119567215,28/02/1965,0996709479,jane19@example.net,"27 Nhật Quang Trần, 313214",Tiểu đường,8.42,Vũ Mai Đặng,13/01/2026
0d31812e-30c3-4756-9453-f867b97e6224,Vi Dương,932606680890,17/05/1979,0941333382,gmai@example.org,"03 Quý cô Dương Đặng, 678897",Huyết áp cao,3.92,Khoa Hữu Dương,11/03/2026
5c11ab6d-42f5-43f5-8ef4-c34d5bf86f3c,Nhiên Hữu Nguyễn,524907682113,17/12/1990,0973133043,vujohn@example.com,"2 Khoa Văn Bùi
JohnQuận, 445888",Khỏe mạnh,11.19,Quý cô Duyên Phạm,07/03/2026
566a9ce7-af52-4b94-b186-e47aa7946320,Quý cô Khoa Nguyễn,662960008498,31/12/1968,0989746556,johnle@example.org,"0 Dũng Đức DươngJohnPhường, 342675",Khỏe mạnh,10.73,Nhật Lê,02/01/2026
0f79a8a7-5f8a-44bd-b4bd-0c938177b661,Anh Minh Phạm,243024432993,18/03/1974,0903140694,tbui@example.com,"862 Quý cô Hà Nguyễn, 380310",Huyết áp cao,4.8,Hà Phú Bùi,02/03/2026
39d1c7ff-b27e-4442-bd7f-e9733e42df5b,Cô Mai Dương,507094156764,09/03/1942,0908651431,janetran@example.net,"2 Dương Hoàng, 144618",Huyết áp cao,8.45,Chị Xuân Hoàng,04/03/2026
af36b8cc-1308-4974-ac95-b3ac0beb7c34,Quý ông Nam Bùi,404248603695,27/05/1983,0918130245,johntran@example.org,"429 Yến Vũ, 859340",Tiểu đường,9.87,Phương Đặng,08/01/2026
1375ee90-d6b3-41e4-bb6d-ca0d6fe5040b,Quang Lê,400847472614,09/07/1937,0951427263,john70@example.com,"29 Lâm Hữu Phạm, 261712",Khỏe mạnh,5.04,Nhật Trí Bùi,11/02/2026
f165d779-0154-4950-976d-e21f1b46ebdc,Yến Bùi,721414172196,09/12/1990,0992106605,emai@example.net,"015 Ánh Đặng, 917018",Khỏe mạnh,7.39,Nhật Mai,29/04/2026
85671b58-926b-4fa5-be24-5fbffa698cd2,Quý cô Hà Lê,834884597249,28/12/1954,0977455000,uhoang@example.org,"71 An Hoàng
An Hoàng, 212168",Tim mạch,7.81,Bà An Bùi,13/02/2026
dcb9075e-cdd7-4460-a140-77d39ec4ea48,Khoa Trần,910377653318,21/11/1994,0954378616,john81@example.org,"52 Ánh PhạmJohnHuyện, 494322",Huyết áp cao,11.87,Thành Đặng,15/01/2026
ff4cc10f-979c-40cf-b326-1887905881df,Cô Hà Dương,508464597560,13/03/2004,0924077431,lejohn@example.net,"7 Ông Anh Mai, 543681",Huyết áp cao,6.34,Hà Mai Hoàng,04/03/2026
ec6a37ad-81b1-4db9-88cc-4d49669b29b8,Thành Hoàng Phạm,182779243144,31/07/1986,0980767630,pdang@example.net,"9 Bà Kim Phạm
Bà Kim Phạm, 203396",Huyết áp cao,11.41,Quang Mai,08/04/2026
9342a09f-b00a-464c-949c-d8d48ed8a80d,Bà Yến Bùi,203070801902,01/03/1969,0981683822,johndang@example.net,"125 Phúc Tấn Đặng
Phúc Tấn Đặng, 202365",Tim mạch,9.82,Quý ông Dũng Trần,09/02/2026
05c8234b-1d76-4a66-b5f5-9cb0cf685878,Vi Nguyễn,530209279038,10/01/1973,0968873564,john20@example.net,"22 Bác Quang Nguyễn, 104666",Tiểu đường,6.1,Chị Thảo Trần,17/03/2026
2fdc9992-8971-4eea-9f3a-098accac2fb5,Quý cô An Trần,824440059440,05/09/1943,0995863523,johnvu@example.net,"1 Hương Đặng
Hương Đặng, 240454",Tiểu đường,7.82,Tú Hải Vũ,16/01/2026
82c56b21-2430-42da-b185-0eb85f90fc87,Hương Vũ,191397458696,16/05/1963,0966856106,janepham@example.org,"2 Quý cô Hạnh Dương
Quý cô Hạnh Dương, 156215",Khỏe mạnh,7.69,Nam Mai Bảo Lê,26/01/2026
816462cb-8fc3-47d3-b6bd-80c7624a2a50,Trọng Dương,142606638657,15/03/1987,0919240232,vujane@example.org,"04 Phương Tấn Lê
JaneXã, 635618",Tiểu đường,3.88,Khoa Trần,05/02/2026
5deaa737-fdab-4441-92c2-a9608b0901ab,Quý cô Khoa Trần,802217807907,30/03/1975,0929586715,jane27@example.org,"745 Linh Nguyễn, 739905",Huyết áp cao,7.43,Bảo Trí Phạm,17/04/2026
59cf0b0d-91f0-447d-8f32-1333ce315937,Bảo Mai,303706293737,26/08/1947,0935932564,janevu@example.org,"Anh Nguyễn
2 Anh Nguyễn, 845951",Khỏe mạnh,10.86,Quang Hữu Dương,19/01/2026
6a0aa7d5-a0b8-4755-84ca-a5a2a1e518a2,Thành Đức Đặng,140172362311,07/10/1964,0988500865,jane06@example.com,"Dũng Lê, 381581",Tiểu đường,9.58,Khoa Tấn Mai,17/03/2026
c9ce44bd-7c3f-4add-9a38-5db590eeb067,Phương Thế Lê,192480863455,26/01/1981,0977579935,jane59@example.com,"32 Châu Hoàng
Châu Hoàng, 489906",Huyết áp cao,8.41,Cô Kim Vũ,06/04/2026
a7cde143-6de2-4429-bbf0-d9c1c156e501,Phương Mai Bảo Vũ,511056922859,09/06/1935,0935093430,svu@example.com,"051 Thành Thị Trần
Thành Thị Trần, 866260",Huyết áp cao,10.68,Hà Đặng,18/02/2026
c601818b-61fa-41ba-a31a-e7c74c9bff5c,Hạnh Mai,271466955246,24/06/1976,0947256150,qnguyen@example.org,"97 Khoa Mai, 550246",Huyết áp cao,6.13,Hoàng Hải Vũ,26/03/2026
999a1d86-99db-4302-8dab-66d33f87dfc2,Phúc Thị Đặng,941946380103,11/05/1950,0916378681,nnguyen@example.org,"61 Anh Trọng Trần, 505629",Tiểu đường,10.0,Thành Xuân Dương,06/05/2026
965d744f-0445-41a8-92af-97e4c536c66e,Bà Kim Hoàng,391303636850,09/02/1951,0956127459,jane93@example.net,"61 Cô Phương Nguyễn, 313068",Khỏe mạnh,3.79,Bà Kim Hoàng,25/03/2026
a4a5c736-ae59-4a52-a65b-e22bd5a386d9,Vi Nguyễn,111388794066,24/08/1988,0949819269,maijane@example.org,"99 Quý ông Tùng Vũ, 111901",Tim mạch,8.78,Quý cô Thành Mai,09/03/2026
2abe1585-425e-4259-b884-16d2d28fcf68,Cô Hạnh Hoàng,982218819120,04/09/1991,0920160758,lejohn@example.org,"9 Trọng Phú Hoàng, 694423",Tim mạch,5.64,Bà Bảo Vũ,12/04/2026
b90800f3-ac93-481a-92eb-eab0e4eec67c,Hồng Phạm,966706085987,19/07/1935,0937430847,janevu@example.com,"086 Hà Trí Dương, 966120",Tim mạch,9.44,Khoa Đặng,16/01/2026
2de982f8-0d7b-4c04-a6e5-9b32ac5f12ef,Thành Mai,736477875851,20/05/1999,0995291124,johnpham@example.com,"494 Lâm Trần, 673108",Tim mạch,4.52,Chị Ngọc Bùi,04/01/2026
d6ee526b-a2cd-4590-98af-393c8aa2b4c9,Bảo Thế Mai,315287077345,06/10/1990,0918727946,fmai@example.com,"70 Phương Bảo Dương, 490586",Tiểu đường,7.29,Ông Nhiên Trần,08/03/2026
13281726-64f4-44d6-91e9-1691a3209116,Quang Mai Lê,646948093605,23/08/1952,0901116915,nguyenjane@example.org,"329 Thành Nguyễn, 526259",Tiểu đường,6.79,Phương Đặng,07/05/2026
769de1e3-4eed-4124-b3b0-d6763527a5c8,Phương Bảo Bùi,213836411275,12/11/1946,0916638637,jane63@example.net,"68 Thành Hoàng, 682959",Khỏe mạnh,7.04,Cô Chi Trần,16/04/2026
0fc98d2e-030f-4be9-9f17-8f9323c97a1e,Cô Yến Nguyễn,223573569705,14/07/1962,0932482156,johnnguyen@example.org,"721 Hạnh Nguyễn
JohnQuận, 701761",Khỏe mạnh,10.86,Nhật Hữu Dương,04/01/2026
5a9c0679-2c3d-47e2-ad39-da75aee70ab2,Tùng Thế Trần,567205208461,02/12/1967,0937991603,jane53@example.com,"68 Chị Hồng Bùi
JaneQuận, 539599",Tiểu đường,11.01,Chị Dương Mai,15/04/2026
b69f75c5-c82b-41be-a1eb-64e6fd498e20,Chị Nhật Bùi,177914356013,26/12/2001,0944972690,jane15@example.net,"407 Cô Mai Phạm, 352867",Tiểu đường,5.47,Tùng Nguyễn,11/04/2026
d8b48ead-9360-4edf-b82b-5b86f2a32efd,Vi Nguyễn,460711830528,17/08/1952,0967493857,duongjohn@example.net,"3 Hưng Văn Đặng
Hưng Văn Đặng, 158896",Huyết áp cao,4.25,Chị Ngọc Mai,04/03/2026
33932b6c-9d37-4fb6-aafb-3e9054ec84ce,Chị Xuân Phạm,642904066807,07/06/2002,0939328703,janevu@example.net,"851 Phúc Quang Hoàng, 243079",Tiểu đường,5.81,Quý cô Hải Dương,27/03/2026
